Page,Section,Order,Element Type,Text
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,120,listItem,HYBRID TACTILE AND OPTICAL SYSTEM WITH 1.5 X LENS
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,121,listItem,POWERFUL QVPAK SOFTWARE
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,122,listItem,CALIBRATION CHART WITH HOLDER
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,123,altText,QV Active404_Front
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,124,altText,QV Active202_Front_b copy
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,125,altText,Formpak-QV_gear analysis
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,126,altText,M_CHART
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,127,paragraph,QV ACTIVE 202
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,128,heading,SMALL FOOTPRINT.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,129,heading,BIG IMPACT.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,130,heading,250 x 200 x 150mm
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,131,paragraph,PRECISION BUNDLE QV 202
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,132,heading,"from 29.999,- €*"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,133,paragraph,QV ACTIVE 404
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,134,heading,WIDE RANGE.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,135,heading,HIGH FLEXIBILITY.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,136,heading,400 x 400 x 200mm
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,137,paragraph,PRECISION BUNDLE QV 404
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,138,heading,"from 41.500,- €*"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,139,altText,QV Active202_Front_b copy
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,140,altText,QV Active404_Front
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,141,paragraph,TWO MODELS.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,142,paragraph,EACH A BUNDLED FORCE
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,143,paragraph,BOTH: FITTING TO YOUR NEEDS.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,144,paragraph,AND YOUR BUDGET.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,145,paragraph,"For a limited time each model bundle comes as an fully integrated PRECISION KIT Solution. Consisting of extras, all-ready included as:"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,146,listItem,HYBRID TACTILE AND OPTICAL SYSTEM WITH 1.5 X LENS
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,147,listItem,POWERFUL QVPAK SOFTWARE
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,148,listItem,CALIBRATION CHART WITH HOLDER
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,149,altText,Formpak-QV_gear analysis
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,150,altText,M_CHART
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,151,paragraph,QV ACTIVE 202
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,152,heading,SMALL FOOTPRINT.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,153,heading,BIG IMPACT.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,154,heading,250 x 200 x 150mm
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,155,altText,QV Active202_Front_b copy
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,156,paragraph,PRECISION BUNDLE QV 202
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,157,heading,"from 29.999,- €"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,158,paragraph,QV ACTIVE 404
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,159,heading,WIDE RANGE.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,160,heading,HIGH FLEXIBILITY.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,161,heading,400 x 400 x 200mm
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,162,altText,QV Active404 from the front
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,163,paragraph,PRECISION BUNDLE QV 404
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,164,heading,"from 41.500,- €"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,165,paragraph,WANT TO KNOW MORE?
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,166,altText,M_QV Active_Landingpage_250625 copy
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,167,paragraph,"FUTURE READY, MULTI-SENSOR NOW OR LATER"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,168,heading,"RETROFITTABLE TOUCH PROBE KIT OPTION, PROMO PRICE 11.499 €*"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,169,paragraph,"Your demands are growing and you want to extend your capabilities?With the Touch Probe Kit Option, you are future ready. Set consists of:"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,170,listItem,TP-200 touch probe + MCR20 change rack
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,171,listItem,Calibration ring and master ball
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,172,listItem,15 pcs. styli kit
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,173,heading,WHAT OUR CUSTOMERS SAY
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,174,paragraph,"""We have been working with Mitutoyo for many years and have always encountered great professionalism in service, as well as products of great quality and reliability."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,175,paragraph,"The automotive world, of which DELLORTO is a part, has very demanding measurement requirements: with the support of Mitutoyo, we are able to guarantee the satisfaction of our customers."""
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,176,altText,Roberto Rota
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,177,heading,Roberto Rota
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,178,paragraph,"Quality & Environment Manager
       | DELLORTO"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,179,heading,FREQUENTLY ASKED QUESTIONS
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,180,heading,Frequently Asked Questions
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,181,paragraph,A QV-Active can operate in a clean production environment or a separate measurement/inspection room.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,182,paragraph,"When using the QV-Active with touch probe, the accuracy is guaranteed in a temperature range of 18 to 23 °C."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,183,paragraph,"No, the QV-Active is equipped with mechanical high rigid and precise linear bearings."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,184,paragraph,The maximum stage load is 10 kg for QV-Active 202 and 20 kg for QV-Active 404.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,185,paragraph,The machine footprint excluding a computer desk is 570 x 767 mm for QV-Active 202 and 776 x 1303 mm for QV-Active 404.
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,186,paragraph,"For both QV-Active 202 and 404, the machine stand is standard accessory."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,187,paragraph,"Yes, for QV-Active a special I/O communication software is available (option)."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,188,paragraph,"QV-Active enables fully automatic non-contact and tactile measurements. Operator attendance during CNC measurement is not necessary, reducing labor costs. QV-Active can output in real-time measurement data to f.i. MeasurLink for statistical process control."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,189,paragraph,"QV-Active is used in many kinds of industries and applications. Because of its high-resolution color camera, zoom optical system with interchangeable lenses, and the retrofittable touch probe, it is a very powerful multi-sensor vision measuring machine."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,190,paragraph,"With an accuracy of about 3 microns in all 3 axes, its high-resolution color camera, zoom optical system with interchangeable lenses, and the retrofittable touch probe option, it fulfills the requirements of many customers in f.i. electronical-, medical-, metal working- and plastics industry."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,191,listItem,"Medical industry: f.i. dental screws, syringes, inhalers, etc..."
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,192,listItem,"Plastic and metal injection molded parts: plastic gears, metal molded parts with combined vision and touch probe measurement"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,193,listItem,"Thin and fragile parts, like rubber seals O-rings, sheet metal parts"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,194,listItem,Electrical parts like printed circuit boards (PCB)
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,195,listItem,"Watch industry, tiny gears, and metal parts"
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,196,paragraph,ENTER THE NEXT LEVEL OF VMM-EXCELLENCE
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,197,paragraph,UPGRADE TO PRO-PRODUCTIVITY
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,198,heading,SPECIAL OFFER:
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,199,paragraph,Precision Bundle QV 202 from:
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,200,paragraph,29.999 € *
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,201,paragraph,Precision Bundle QV 404 from:
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,202,paragraph,41.500 € *
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,203,paragraph,* Full package contains content as described
QUICK VISION ACTIVE,main.body-container-wrapper.mty-main,204,paragraph,Fill out the form to access our whitepaper or connect with a Mitutoyo sales expert.
QUICK VISION ACTIVE,span6.widget-span,205,link,Follow us on Facebook
QUICK VISION ACTIVE,span6.widget-span,206,link,Follow us on LinkedIn
QUICK VISION ACTIVE,span6.widget-span,207,link,Follow us on Twitter
QUICK VISION ACTIVE,span6.widget-span,208,link,Follow us on Instagram
QUICK VISION ACTIVE,nav.mty-menu,209,listItem,Privacy Policy
QUICK VISION ACTIVE,nav.mty-menu,210,link,Privacy Policy
QUICK VISION ACTIVE,nav.mty-menu,211,listItem,Imprint
QUICK VISION ACTIVE,nav.mty-menu,212,link,Imprint
